rainfall_1d,rainfall_3d,rainfall_7d,humidity,soil_type,slope,crop_type,days_since_sowing,waterlogging_risk
2.6945868036323803,11.84375222144884,35.533342704864154,73.13425092456154,2,0,3,57,0
20.60114842042394,90.60952903814953,147.12987350500526,67.19311675864198,2,1,1,9,0
14.819574874491833,36.46468154785688,53.04256291640057,86.03301308305556,0,0,4,44,0
31.72217990791864,77.01938575006567,122.49720529325845,44.47418293530448,0,1,2,12,0
3.442271190673549,6.9428579565998865,10.226636877347715,81.43580018924179,1,2,2,65,0
1.7181188644087069,6.256412834137177,10.749226965203015,58.16388909605042,1,2,4,17,0
29.230510898033195,65.41648071326395,107.79182479302594,80.93164113188138,2,0,3,66,0
0.5945994368786792,2.6442225334231986,5.384439321102039,69.06035667134651,0,1,1,48,0
6.5383837069567985,13.696019254019445,43.156055370543605,90.55136434032627,2,2,3,61,0
12.523409412441993,30.640213990775106,55.53183311859004,64.99975856222753,0,1,2,20,0
5.623781701460535,17.66504218457949,54.665898035579595,45.871583626473644,0,1,3,40,0
8.078704062690354,21.53764932142555,48.80048450157523,44.275405033074165,0,2,0,77,0
13.905244320383567,29.38070173586312,80.48475890923531,85.2395483607743,1,2,4,51,0
3.960940524655748,8.554975855269277,25.68295432763046,70.33733298992385,0,2,0,69,0
10.231202825543717,32.18403490995136,53.65514243315087,85.60403213885829,0,0,0,102,0
2.9746202737915364,14.574214154015444,41.22356513042112,44.14474831938543,0,0,4,106,0
8.92976663721251,28.497269682482948,47.272286396815126,53.25966577812975,0,1,0,55,0
13.050668597948746,28.15883572757801,73.54268275879329,81.63495226947258,1,2,1,38,0
30.073412299386668,61.32523440365491,97.87696769868974,44.862452285110564,2,0,0,116,0
7.90586277646655,18.15768046763765,38.780703671325156,75.16487463358334,2,2,3,102,0
19.252991929558,40.85536263419134,86.01310620641244,59.15405068628152,1,0,3,34,0
2.1195958049474997,4.371596901004742,6.7782425225923255,48.08904145109709,0,1,0,88,0
9.312072872402533,23.87586983522909,55.33217658156197,53.20800903280062,2,2,0,27,0
3.54116865567835,14.654234387379306,40.62033103125317,75.2481109641768,0,2,2,31,0
1.3689678602473838,5.4610061688728875,17.262684523546802,55.32246864675773,0,1,4,74,0
7.628705968425476,29.128303182410363,60.14373548550503,60.03484235764415,1,1,4,31,0
3.3440402257660518,15.316912480457491,22.917537682085047,55.228270648096206,0,0,2,56,0
7.578499751595591,21.943965356087876,48.96142728904151,74.00401243416627,2,1,1,113,0
7.020901505811652,33.57007868175447,55.964449379143275,87.69682395910978,1,2,2,19,0
3.2016627167950387,12.571060961142935,21.1291800473065,71.018080061036,0,2,1,48,0
3.9873026064308967,10.103469938605054,22.8563718117463,66.37701559648376,2,1,1,115,0
1.5543573584894959,6.523400647626106,13.80135392728032,55.607674818929844,1,1,1,63,0
1.0743931078441868,3.9241887230943497,10.866004874912079,48.837475529275565,2,1,0,7,0
14.375829579361541,29.05889389969429,62.60550964940115,46.16213961924288,1,2,3,83,0
6.979048416039137,14.575734950237681,25.686047671334357,70.62195911576615,1,2,4,48,0
20.196189727167116,48.86737575013145,71.11109505978467,50.97288100360758,0,2,0,94,0
7.004625349465252,23.648882470925745,35.14964450183221,72.66357036568444,1,1,1,9,0
9.560823559688894,32.2232061827907,46.2987681886989,84.5430945220049,0,2,4,77,0
8.66678115954555,28.447342958958732,61.21178599532626,91.12410293363041,1,1,4,79,0
8.820475111984802,40.10238698902203,107.65937241184712,80.76163571095324,1,0,2,109,0
7.245336977497612,26.764446274971643,71.45531755115198,74.85672100460974,1,0,4,46,0
13.685867779757434,41.25474252113041,65.83486097608632,60.73194361836992,2,0,0,27,0
23.828272219691485,66.27115048721146,145.14277073407843,43.66405118149493,2,2,2,74,0
1.432674696128808,4.768085548571285,8.652205991576862,47.6599639964863,2,2,4,37,0
8.602722476292522,29.309149397967833,81.26307513040292,53.66690268979562,2,0,3,90,0
9.414243794614395,22.078920288860846,44.371480840490634,45.66038169092798,0,2,3,113,0
3.245906895067034,12.076650879530394,33.549330506658656,79.72389126161865,1,2,2,119,0
3.8720771835911094,10.197491044179534,17.38786758711055,85.4739355294993,1,1,1,50,0
6.727159811941572,24.30291391311717,71.41240032249998,79.93525723343204,2,0,4,76,0
9.296212828183474,29.764014487455675,48.91385319584266,43.790684665197034,2,0,0,90,0
4.665511545448783,15.570185726901645,24.520119793396173,57.129434522510266,2,2,4,51,0
5.288587637132562,11.99617839455938,27.63594011804935,40.25476126525316,0,2,3,29,0
1.001594670649327,4.77281665123345,8.924033503068946,90.20122045835208,1,0,3,74,0
0.1704364160099892,0.39257611780365553,0.9246020730432489,55.267294494618,1,1,4,53,0
8.227093719297418,23.461840071124556,33.57688746962194,72.74617595260241,0,1,2,60,0
1.4922182208685242,5.80163910015887,15.185316508356564,42.01023173164522,1,2,1,5,0
5.180903977979538,16.178751144926373,33.96720124669314,70.78021822195198,2,0,4,59,0
14.08889895982181,50.098600836477026,111.49778629629093,75.41997487814587,0,2,3,36,0
8.350469819722901,31.005473778788872,79.74887294387284,76.95410089793006,0,1,0,115,0
23.475102609010648,63.96198585141595,97.65424346796185,79.64472029707787,2,1,2,20,0
23.594437461706097,50.31861792779203,120.59322104646067,40.71510579309048,2,0,4,23,0
4.315078511380467,10.983262350945278,16.882324012638556,78.71703743261801,0,2,4,24,0
11.731099375668533,26.115749436146594,83.2530391215573,58.98556796847016,1,0,1,57,0
7.970253233425369,18.575139706411992,27.341257528644363,47.70622466715489,1,1,2,114,0
2.5037640559701826,5.925983447624032,11.735014279517136,78.43652192384974,0,2,0,26,0
9.397596148169853,26.271766309705388,37.86861923087581,49.44236072165669,2,0,2,74,0
2.037822031649094,4.539362239642934,8.097788282111114,51.35316994683318,1,1,4,31,0
15.305904542952025,40.36112519764562,62.136479795215436,73.02842732385093,0,0,1,49,0
4.6045253415518985,15.039535181487832,32.079932735289304,92.72449475222713,0,2,4,40,0
13.36530072898927,29.626687340126004,90.51847848605479,64.04563679964839,0,2,2,58,0
2.6334616249984544,12.578932307390117,32.58992106269034,54.42452243649038,2,2,0,66,0
3.997037311535281,12.342703780942465,28.012378069433254,78.77090523289242,1,0,2,7,0
24.874729159620525,50.732676206865165,168.58307845833687,40.28896002071117,2,0,3,63,0
9.382688003976995,20.313959927100743,39.310211762603906,80.27236875252586,0,0,4,84,0
9.025691287428621,26.02357532568572,65.08054447842049,52.16651930007812,1,0,4,30,0
12.400470343987454,42.87783099358951,74.05905520990818,90.84179074570918,1,2,4,86,0
4.999058067257607,14.85413899556616,46.137594244380836,68.7339016839143,2,0,2,112,0
1.5626503566019847,5.3045443926267755,16.264497273146294,69.67202108064355,0,1,0,17,0
24.679134275455052,64.1418058278813,98.01754011788232,52.812771111449855,2,2,1,38,0
14.765619074049686,48.37799414073459,69.19310323141026,82.19535589121199,0,1,4,112,0
13.895446732948235,28.058853226867207,43.20263706021399,82.25503776254851,0,2,3,9,0
1.2894182980705144,3.4226356673351432,5.838470070923515,55.24961051332255,0,1,0,19,0
4.967691316766413,18.71238154779948,32.72202482095864,92.24786511726239,0,0,2,74,0
9.791481186208213,44.60894334300905,74.67917604456606,62.08691300340181,0,2,4,119,0
4.835647101296966,19.1163721692903,48.73294747343584,52.126741498859644,0,1,2,10,0
11.65854018233002,30.746536926668426,60.60769881038489,68.87673254731475,2,1,2,54,0
30.585908338269,65.18307289981189,93.31406050720746,65.4859411518591,0,0,0,77,1
0.3235006411317556,1.5165538085225003,3.090776995002596,86.87064433408543,1,0,0,9,0
2.1915071560411072,7.946153178624648,19.260768909044938,40.27951768999143,2,0,1,22,0
4.6444566999091315,13.494424543218509,27.094049275429295,72.58242815627347,1,2,1,44,0
9.300432931617781,20.061806931872493,49.314772067571205,83.85843118838105,0,2,2,52,0
16.356481622975334,42.42008616503651,74.1536899770073,81.39941517567027,2,0,2,49,0
8.412339980087697,18.788237740674905,60.276879206782105,47.087842711039485,2,0,1,104,0
9.812425948855982,43.56635064108284,115.48306786061133,57.95384670768111,0,0,1,64,0
8.045033216103937,33.72690039837723,53.750466726385916,55.58386215460699,2,1,0,100,0
8.228263141731212,18.844411118904375,31.330095315933566,49.556441141916174,1,2,0,16,0
14.341499562093563,47.21249477943703,88.60070124432472,74.15035347721124,2,1,1,18,0
1.6713674258776987,8.088420255908817,26.105592813543932,57.79856205322477,2,2,2,62,0
6.818186198202981,20.020406566680958,55.06536289380024,91.93669992268065,2,0,0,43,0
27.246450129297997,63.09285604020412,99.2059004256302,52.652952566728864,2,2,2,85,0
5.929335846508728,14.138302790160868,45.2395396167026,90.02384810213002,0,2,3,10,0
5.635561047491032,13.50395187511755,31.52940329437114,81.02103566170304,2,0,0,28,0
25.247346167947953,73.83064318260939,114.3343542084655,93.25063853530969,1,0,0,97,0
16.160703906766162,41.665678060126076,68.93616234730229,47.21846827253132,0,1,2,24,0
8.064593864225163,34.2893389429526,69.60762608335648,46.88521857114027,0,1,0,64,0
8.335312367212925,28.43762590946747,45.9394828568399,65.03710819949907,0,1,1,114,0
5.453080031144368,13.732426425552118,23.324515684824075,81.63825971861729,1,0,2,90,0
2.679293764903757,13.037272979349675,24.67489693832493,66.52960098533754,0,1,1,101,0
5.87211510957735,19.240971409625754,57.41061204041459,41.82617098352516,1,1,1,42,0
12.438621647229441,49.70581968494082,130.78410489818785,45.751231218392014,2,0,2,10,0
13.84166711411001,36.05697051231419,65.96086935251971,56.43597374855226,1,1,3,66,0
6.276096718949781,16.549021895582303,31.75173339727027,83.11079043803741,2,2,0,64,0
12.927370252469577,59.27114553227656,178.1776355259412,53.59067787055805,0,0,4,119,0
3.239880798704649,9.271140367177686,16.45327109073645,70.54499530156971,1,2,4,100,0
2.9928903515850114,13.333857826719653,26.81192419293551,62.17937486181075,0,0,0,11,0
17.163144566198483,52.38287597873469,87.7313712286597,59.02642459008296,1,1,0,55,0
7.582859770163207,18.159176287168865,38.193969205678755,66.76679177835865,1,2,1,40,0
1.4108589834294736,5.360433830133454,8.061465389422553,74.26316209599156,0,2,0,103,0
4.5337378910544395,11.913438661103667,25.77974044443156,74.78972932744684,1,1,1,41,0
8.833948768534855,26.481330437651742,40.84734235809649,68.31495446613296,0,1,0,93,0
14.750638698821199,37.153295978073196,92.13387527117084,57.88545353235822,0,2,2,14,0
7.757624088026755,20.14216563170327,50.42024076494798,78.87274692869951,1,0,2,41,0
11.689338927905629,35.00739161790064,60.134221060597035,87.5318897720793,1,2,4,24,0
0.42272443435896884,1.1763557105186107,3.643832450136047,91.51331307622289,0,0,2,74,0
7.599307469332242,22.09299302916544,48.13795888561129,77.72822547906412,1,1,0,54,0
2.785400283457962,10.08226285803843,18.950022849475616,68.69515256499173,2,1,3,27,0
2.8450260373150567,12.46887566195503,18.124292591263924,76.99311650238195,1,0,1,69,0
18.14818095671938,44.81315504484949,66.11114572548355,67.3446120204635,0,1,0,80,0
12.610022195874377,26.147625827544253,48.39967622738962,85.47613860415325,0,0,1,66,0
5.078062274095254,23.677966788086962,33.83700270451483,93.74458013217244,0,0,4,77,0
8.126587494465788,18.918519748557426,33.77072903746922,90.91211569843915,2,1,1,86,0
5.375498914816085,11.668866487965927,27.335347923184862,60.661973853494956,1,1,0,89,0
2.810457948760668,8.877912504698484,15.354745620672041,64.6781492442392,0,0,2,48,0
1.3839454057359324,5.523997488068279,10.328613586514733,75.34167829209542,1,1,0,7,0
19.263544332922315,43.373672699464215,65.1555116771771,45.99050880157023,0,1,4,83,0
10.165896905189976,23.67107311422918,43.58013170407534,84.71421562938514,1,2,2,113,0
5.357533029229935,11.0147100316767,33.529083898901106,76.00811947872415,2,2,3,25,0
9.1680621390268,36.686999323908175,97.10093708186778,73.95434665771359,0,1,2,33,0
10.777892492723199,25.980516187306634,47.746583423210694,54.994320040344356,1,0,2,11,0
13.944184882002968,38.99936594175327,104.67511359779603,78.99754439473381,0,1,4,46,0
7.2692122850974314,23.29480729288081,37.19435969100542,68.95745567845796,2,2,4,26,0
12.810475771190307,47.724790019883095,73.00911954860553,51.662466194952465,1,1,0,46,0
5.774864775704308,20.44621071547095,33.397369909598034,85.2437875182523,2,1,0,22,0
8.351366368451753,25.525027396154396,70.92618323701649,48.414109045570946,0,2,3,102,0
20.907377507873967,77.70126107319479,182.86577430953614,51.34023904851345,2,1,0,82,0
0.43717811285573327,1.8025561144018325,5.574079493594793,55.099713970006896,2,0,1,71,0
0.5352025911426375,1.7702771441015572,5.7790166761411115,85.0288881415578,1,1,1,36,0
0.3676900658028719,1.6291279554638871,4.910447043965522,89.1804981065265,2,0,0,74,0
3.6642622667787474,8.325844995723008,25.457794334590034,52.85416450507382,0,1,1,71,0
4.589435486557855,15.303190075991617,35.61088449379698,76.82178253590045,2,1,0,39,0
8.648630893336804,17.748514744319163,33.81192907270303,49.64166182967128,2,2,0,59,0
14.293544451260798,42.653128279760004,125.9428211849912,81.58898308923852,0,2,4,27,0
7.535414536509409,16.64880301161087,32.26619439668866,68.65268874996232,1,1,1,76,0
6.790801178812531,16.457624616974847,26.855944661563687,41.98882092886192,0,2,1,113,0
8.779105071611847,18.24846387669938,54.46374348491874,70.4591232391807,2,2,3,66,0
36.6338995453205,104.94141848186425,157.1551501469714,94.5686908152822,0,1,3,115,0
2.961100677099186,7.624137277174556,14.778523017633379,77.08670935249766,1,1,2,84,0
4.812950489805696,19.553922188252596,63.249056844440254,52.29879389729712,1,1,1,29,0
3.9018581773363725,13.266288019888561,26.97815940372934,73.35040194383566,0,1,4,56,0
0.17284030064388858,0.7840280037605593,1.753923611034931,41.419654882221785,0,2,3,49,0
9.904773120679677,30.03727745090408,43.76513797723033,57.14988731968928,1,1,4,64,0
7.264715941678999,19.669862090552776,43.26999527429881,50.54803505755233,0,1,2,54,0
9.917620473248743,20.03140134556116,34.65555881531025,53.15490573187591,2,0,0,32,0
2.8475443850786357,8.070661551035442,24.83916977130176,94.81832696191373,0,0,3,56,0
8.34155069606116,18.35709334057958,32.64705165547823,79.83746083221637,0,2,4,103,0
3.620558898032772,8.404435013685521,14.162094820261295,40.60671954357559,1,1,2,25,0
1.1016078458516272,2.5733273432760657,6.370800364341937,47.54103381509495,2,0,0,17,0
7.189411047776985,21.377130127245827,41.17449409794157,86.43963955067888,2,0,1,72,0
9.94894376876855,25.154518004217596,63.299133962189934,84.58772603924464,0,0,1,25,0
7.20032535093065,32.29930910851581,51.79878724643709,55.3652242664094,1,1,3,108,0
4.912091352536996,12.347951441472661,22.25334900501123,89.2314757388595,0,2,0,64,0
19.343579697497198,58.09198089615471,83.54830484174552,42.6306951216758,0,2,2,5,0
2.5148516122637057,12.349949475258606,37.594667592143665,92.60757690647141,0,1,3,15,0
5.813230193073152,12.942438846931747,24.89665872755816,43.779205788504726,1,1,3,85,0
21.972384485903014,56.71770055792951,93.33339318624661,61.00668018090927,1,2,0,40,0
10.986584994457257,51.68081485558291,100.915271312614,93.2668827676911,0,2,1,17,0
16.563366420026313,37.344331724537795,62.320606625436284,76.10632340323264,2,1,0,44,0
3.330442298438015,10.519539052572606,20.228452167901086,49.00260908059158,1,0,3,36,0
7.367921356534571,14.803208558099561,48.521435573238705,76.93002141920539,1,2,0,16,0
7.999678945693656,17.674959387928578,36.502236043781664,80.06698724388872,2,2,3,100,0
13.208003419477265,26.661241101364816,51.46850755054959,91.55634365734154,0,0,1,6,0
7.584176475493176,21.56091329687682,55.94358834456339,86.23866654061601,0,1,2,41,0
3.491706195110044,12.070979217463375,23.981559273779567,71.07620960724589,0,1,3,115,0
8.392179600406186,18.921519680887748,36.163813886398636,80.79416338321116,2,0,3,108,0
21.727037185628696,54.69112048736504,83.89153159129565,57.10109115041548,0,1,2,31,0
3.9923822575914745,8.78577529258515,17.23837863910285,86.19801891552004,0,1,0,38,0
26.933284140128585,63.093427104297106,110.42838582936567,86.30837043231898,1,2,4,62,0
5.061895576416837,13.394330321233511,20.465659551796254,61.533913399780616,0,1,4,78,0
0.7823952459382638,1.7852340510810258,4.037189819880201,45.11448519027227,2,2,3,97,0
5.018139863639094,13.628915631269278,25.979938606205543,73.19182166280501,1,1,1,23,0
10.548992582163857,30.185109453438926,47.91136909474496,44.23820535238821,1,0,3,34,0
6.510713691153981,15.47768372405018,44.354929203715834,52.972167952902794,2,0,2,96,0
33.44990704493262,69.69688975262635,99.66109325870977,75.34108597443554,0,1,3,24,0
6.287055832456781,19.949414929622623,31.370905536292316,71.45297491749525,0,0,3,65,0
7.611172097407886,18.56041257569534,50.695214667179656,72.2195580284546,1,0,0,113,0
4.964055915998257,14.419002406647024,29.748724811003346,63.93492195904462,0,1,1,8,0
19.133243220414624,40.46648257030373,61.16777981941339,82.91171848865562,1,0,3,112,0
8.402093016240773,38.07237218537373,55.771777229359465,43.13800966331899,1,1,3,11,0
4.691578300235427,17.068734685622363,25.7640565743413,54.9572349370747,1,2,1,93,0
4.307507858785009,17.816286215006276,26.88946416152706,69.28313752513694,0,2,1,36,0
10.39653663523889,28.247585332152006,41.21582393419772,91.52523541182005,1,1,3,18,0
13.01245448191789,38.36447970471824,72.91796028293514,93.46029312973454,0,0,0,37,0
1.3832550945543394,5.02471975946599,12.879710187429078,86.78388318126258,2,0,0,28,0
3.814691016545167,16.99060988212758,32.83747177766401,65.2065352840761,0,1,4,9,0
11.996267870663695,29.93777701939176,46.77849664599291,65.42625585503339,2,0,3,92,0
9.890376568660264,22.570621179938136,32.65308703829582,67.34907616730786,2,0,3,30,0
10.573427358916508,29.716017701888312,49.304775189700436,51.26847007828919,0,2,3,96,0
13.849007142515969,60.67590691114048,116.45925659145979,58.90147559350066,0,1,3,103,0
13.865242005589245,31.04406907333079,55.16865956711643,60.92310041291593,2,0,2,15,0
10.465597795354915,28.037005989080132,45.43041398331892,74.9020329652667,2,0,1,46,0
1.3527248544182346,5.415008455510744,10.351209762870608,73.7410226251547,0,2,2,118,0
4.121853707402563,13.334674423810617,42.554740721541215,80.2949379085458,2,0,3,98,0
1.9301735533534223,4.153367959519379,12.458149170195753,84.19819444928444,1,2,0,67,0
3.4283344245154086,6.86871042477847,16.003352143735466,93.8880351819987,2,2,2,73,0
8.57422907993071,20.620739700463567,40.35686903170861,88.96419291597911,1,1,4,103,0
11.426036878981584,27.661070358452488,53.573760818904546,57.28925622510616,2,1,3,112,0
5.881265655801978,13.193304807951142,32.84132244241073,88.39020526734325,1,1,4,32,0
5.292085721229387,12.462291012526029,25.95551474430058,75.81311716849208,1,0,4,112,0
8.034382367313905,20.58817134043543,29.76709349414713,46.94456078604765,1,1,2,44,0
4.312363335453373,19.32725687290839,58.73325998246354,58.720905096667124,1,0,4,103,0
3.3478875033057705,7.826288300941153,16.891663310537663,89.69843143907373,0,2,0,103,0
8.855773174802549,27.942555753557173,76.00677637374807,60.87265968560952,1,0,2,23,0
6.0602045565026055,18.546090618956544,53.867918238379374,42.31135713442729,1,1,0,87,0
15.179196455103993,41.275246317333476,75.24594731666221,74.55309607548048,0,2,3,18,0
4.588534848777107,20.80946661889191,59.78033018934511,54.48236810642601,0,0,3,93,0
10.661334250194722,23.01809694610782,70.65176067143564,88.24939695543986,0,1,0,59,0
3.4679881945140427,12.143364235330049,19.115555110359836,63.60504263679963,2,1,1,89,0
2.8072270930221874,11.972143896270742,22.18742519561699,45.16215066528459,0,0,3,39,0
10.371361937311145,27.91514635381489,42.841479329440354,68.45954934652727,2,1,3,50,0
11.024657320083627,28.850777271354925,60.439208223131445,74.72191542005939,0,0,2,8,0
9.872974419746104,36.53202426012101,103.58482513896912,83.27126843349403,2,1,3,70,0
4.636551399249032,14.395134146612639,35.31823879061398,89.03140085929287,1,0,4,16,0
1.2359708721839628,4.549747956926779,6.862861119306106,65.830297607439,0,0,4,117,0
4.806912201359653,12.741635053919781,26.018450475565817,69.53541185932471,0,1,0,66,0
30.382961685334525,106.4304675263509,166.93146382870538,65.45685752587178,0,0,1,111,1
6.087015799687935,13.119733384936906,25.59249934804387,71.61287548454283,2,0,2,114,0
7.54217411208816,26.705575368956087,75.73994609271762,61.70168415787055,2,0,4,113,0
2.628224071151026,5.8881331322764145,8.633319891896772,40.08608078553101,2,1,4,51,0
17.09153124663352,42.099755255138945,77.74393680267603,46.29682009362478,1,0,3,86,0
10.227670495089862,31.834934501349412,48.22535938486843,57.659460339787756,0,2,1,67,0
5.324394768212454,11.415653912195182,20.436917138901382,72.92808212755035,1,1,2,77,0
13.215436997512949,28.073988853391384,80.6206347684458,43.65441143956762,1,1,0,45,0
7.464210992792243,21.585331969799554,51.63753864252091,71.74599377040029,1,0,4,66,0
1.2789391991335084,2.819025545140866,5.025747582486654,78.0871054668074,1,2,4,77,0
14.403374120705218,43.13344986160302,70.06800810188281,83.91091872850939,2,2,3,48,0
6.218493215269264,19.97256695686919,37.48045666596455,73.05907917401282,0,2,1,60,0
8.781564550426278,41.144258535553085,73.69611012568265,81.90487510728285,2,2,4,78,0
10.599888212804375,32.828306620602824,99.87778887634342,57.11696222848664,1,0,1,52,0
24.5172213260944,72.92440767003117,104.89484839507467,77.85508296791303,0,1,4,34,0
4.018886755404944,18.983984244541617,41.844189483251824,41.70256850056389,2,1,2,54,0
3.4950182876022686,10.090845125369405,28.121932503862418,47.152628038112624,1,0,4,46,0
7.142717392532236,19.643662744234206,28.145074051202396,44.85109370844289,2,2,3,21,0
0.4525171163911813,1.2485907699685108,2.862723626079035,48.47797737481679,0,0,1,113,0
7.698862424004804,27.713640823972426,65.83855646738121,50.70431101876795,0,0,3,25,0
9.548673913718357,31.391203344807707,60.01183656996567,71.92571805465329,0,2,4,115,0
4.650371525229878,16.027649706680382,26.990246616663438,57.92027146604474,1,2,4,107,0
6.782853196773227,19.7944836138615,62.683655048716204,69.86635211767148,2,2,2,102,0
7.83059933233891,17.912722634564986,50.85072094623245,46.865144768176656,0,0,1,16,0
8.843666524785244,25.44359160821849,42.27574229809452,56.6346113059159,1,2,0,66,0
10.687736916425806,30.244091664904854,66.5266470559993,67.077901400065,1,0,2,57,0
8.997851411014281,24.183957432558856,39.919963037179386,92.58259289865632,2,0,3,49,0
15.41729957278925,32.94808280896506,51.579094235567766,43.43516764904893,1,2,2,73,0
9.607989181380887,23.64655758681747,48.18576737267139,79.74888267340256,1,1,1,68,0
1.8972326225945981,7.208015989910514,17.516274164623386,92.65964104709529,2,2,2,118,0
2.024321895251605,7.0194918146320955,11.117561515263372,40.7873402716883,0,0,4,5,0
5.220001016861371,16.326275594089825,47.7709406639443,79.77322175555463,1,1,2,103,0
9.598190889090027,25.724677204618388,46.532209150632134,78.37659518403862,0,0,2,106,0
7.239158844017825,17.56540437168229,28.431899624347718,42.76243063051856,1,1,4,60,0
3.90763183696137,13.744682680758235,34.9778654803871,84.19155088132865,1,1,2,97,0
7.405391346007511,35.246857633333974,90.91046241295341,51.80454402923416,2,0,0,90,0
13.894156250117733,30.199432765763873,51.36686687222869,64.96707664595964,1,1,1,32,0
2.6641677539791364,11.289510969972756,21.490912441052515,90.42354298862844,1,2,1,86,0
2.718958869897739,9.660055163337612,16.40944774081525,62.13456505885179,0,2,0,97,0
2.6404993879976395,9.63520067374312,31.95458352892012,80.74972308836394,0,2,0,69,0
11.341783109916083,24.657958844043502,46.87880639058711,71.44950399839345,1,2,2,17,0
1.021614911142514,4.803360762520683,13.866151735896556,71.05459780484946,2,0,1,51,0
17.90377763451197,41.80084925318493,60.896987304046846,92.29249892522358,2,0,0,25,0
5.66881748467376,11.341267022253602,20.481365045222883,45.76444357486647,1,2,3,45,0
